weaksubj	1	abandoned	adj	n	negative
weaksubj	1	abandonment	noun	n	negative
weaksubj	1	abandon	verb	y	negative
strongsubj	1	abase	verb	y	negative
strongsubj	1	abasement	anypos	y	negative
strongsubj	1	abash	verb	y	negative
weaksubj	1	abate	verb	y	negative
weaksubj	1	abdicate	verb	y	negative
strongsubj	1	aberration	adj	n	negative
strongsubj	1	aberration	noun	n	negative
strongsubj	1	abhor	anypos	y	negative
strongsubj	1	abhor	verb	y	negative
strongsubj	1	abhorred	adj	n	negative
strongsubj	1	abhorrence	noun	n	negative
strongsubj	1	abhorrent	adj	n	negative
strongsubj	1	abhorrently	anypos	n	negative
strongsubj	1	abhors	adj	n	negative
strongsubj	1	abhors	noun	n	negative
strongsubj	1	abidance	adj	n	positive
strongsubj	1	abidance	noun	n	positive
strongsubj	1	abide	anypos	y	positive
strongsubj	1	abject	adj	n	negative
strongsubj	1	abjectly	adverb	n	negative
weaksubj	1	abjure	verb	y	negative
weaksubj	1	abilities	noun	n	positive
weaksubj	1	ability	noun	n	positive
weaksubj	1	able	adj	n	positive
weaksubj	1	abnormal	adj	n	negative
weaksubj	1	abolish	verb	y	negative
strongsubj	1	abominable	adj	n	negative
strongsubj	1	abominably	anypos	n	negative
strongsubj	1	abominate	verb	y	negative
strongsubj	1	abomination	noun	n	negative
weaksubj	1	above	anypos	n	positive
weaksubj	1	above-average	adj	n	positive
weaksubj	1	abound	verb	y	positive
weaksubj	1	abrade	verb	y	negative
strongsubj	1	abrasive	adj	n	negative
weaksubj	1	abrupt	adj	n	negative
strongsubj	1	abscond	verb	y	negative
weaksubj	1	absence	noun	n	negative
weaksubj	1	absentee	anypos	y	negative
strongsubj	1	absent-minded	adj	n	negative
strongsubj	1	absolve	verb	y	positive
strongsubj	1	absolute	adj	n	neutral
strongsubj	1	absolutely	adj	n	neutral
weaksubj	1	absorbed	verb	n	neutral
strongsubj	1	absurd	adj	n	negative
strongsubj	1	absurdity	noun	n	negative
strongsubj	1	absurdly	anypos	n	negative
strongsubj	1	absurdness	noun	n	negative
weaksubj	1	abundant	adj	n	positive
weaksubj	1	abundance	noun	n	positive
weaksubj	1	abuse	adj	n	negative
weaksubj	1	abuse	noun	n	negative
strongsubj	1	abuse	verb	y	negative
weaksubj	1	abuses	adj	n	negative
weaksubj	1	abuses	noun	n	negative
strongsubj	1	abusive	adj	n	negative
strongsubj	1	abysmal	adj	n	negative
strongsubj	1	abysmally	anypos	n	negative
strongsubj	1	abyss	noun	n	negative
strongsubj	1	accede	verb	y	positive
strongsubj	1	accentuate	verb	y	neutral
weaksubj	1	accept	verb	y	positive
weaksubj	1	acceptance	noun	n	positive
weaksubj	1	acceptable	adj	n	positive
weaksubj	1	accessible	adj	n	positive
weaksubj	1	accidental	adj	n	negative
strongsubj	1	acclaim	noun	n	positive
strongsubj	1	acclaim	verb	y	positive
strongsubj	1	acclaimed	adj	n	positive
strongsubj	1	acclamation	anypos	y	positive
strongsubj	1	accolade	noun	n	positive
strongsubj	1	accolades	noun	n	positive
weaksubj	1	accommodative	adj	n	positive
weaksubj	1	accomplish	verb	y	positive
weaksubj	1	accomplishment	noun	n	positive
weaksubj	1	accomplishments	noun	n	positive
weaksubj	1	accord	verb	y	positive
weaksubj	1	accordance	noun	n	positive
weaksubj	1	accordantly	adverb	n	positive
weaksubj	1	accost	verb	y	negative
weaksubj	1	accountable	adj	n	negative
weaksubj	1	accurate	adj	n	positive
weaksubj	1	accurately	adj	n	positive
strongsubj	1	accursed	adj	n	negative
strongsubj	1	accusation	adj	n	negative
strongsubj	1	accusation	noun	n	negative
strongsubj	1	accusations	adj	n	negative
strongsubj	1	accusations	noun	n	negative
strongsubj	1	accuse	verb	y	negative
strongsubj	1	accuses	verb	n	negative
strongsubj	1	accusing	anypos	n	negative
strongsubj	1	accusingly	anypos	n	negative
strongsubj	1	acerbate	verb	y	negative
strongsubj	1	acerbic	adj	n	negative
strongsubj	1	acerbically	adverb	n	negative
strongsubj	1	ache	verb	y	negative
weaksubj	1	achievable	adj	n	positive
weaksubj	1	achieve	verb	y	positive
weaksubj	1	achievement	anypos	n	positive
weaksubj	1	achievements	anypos	n	positive
weaksubj	1	acknowledge	verb	y	positive
weaksubj	1	acknowledgement	noun	n	positive
weaksubj	1	acquit	verb	y	positive
strongsubj	1	acrid	adj	n	negative
strongsubj	1	acridly	anypos	n	negative
strongsubj	1	acridness	noun	n	negative
strongsubj	1	acrimonious	adj	n	negative
strongsubj	1	acrimoniously	anypos	n	negative
strongsubj	1	acrimony	noun	n	negative
weaksubj	1	active	adj	n	positive
strongsubj	1	activist	adj	n	neutral
strongsubj	1	activist	noun	n	neutral
strongsubj	1	actual	anypos	n	neutral
strongsubj	1	actuality	anypos	n	neutral
strongsubj	1	actually	anypos	n	neutral
strongsubj	1	acumen	noun	n	positive
strongsubj	1	adamant	adj	n	negative
strongsubj	1	adamantly	anypos	n	negative
weaksubj	1	adaptable	adj	n	positive
weaksubj	1	adaptability	noun	n	positive
weaksubj	1	adaptive	adj	n	positive
weaksubj	1	addict	noun	n	negative
weaksubj	1	addiction	noun	n	negative
weaksubj	1	adept	adj	n	positive
weaksubj	1	adeptly	adverb	n	positive
weaksubj	1	adequate	adj	n	positive
weaksubj	1	adherence	noun	n	positive
weaksubj	1	adherent	adj	n	positive
weaksubj	1	adhesion	noun	n	positive
strongsubj	1	admirable	adj	n	positive
strongsubj	1	admirer	noun	n	positive
strongsubj	1	admirable	anypos	n	positive
strongsubj	1	admirably	anypos	n	positive
strongsubj	1	admiration	noun	n	positive
strongsubj	1	admire	verb	y	positive
strongsubj	1	admiring	adj	n	positive
strongsubj	1	admiringly	adj	n	positive
weaksubj	1	admission	adj	n	positive
weaksubj	1	admission	noun	n	positive
strongsubj	1	admit	verb	y	positive
strongsubj	1	admittedly	anypos	y	positive
strongsubj	1	admonish	verb	y	negative
strongsubj	1	admonisher	anypos	y	negative
strongsubj	1	admonishingly	anypos	y	negative
strongsubj	1	admonishment	anypos	y	negative
strongsubj	1	admonition	noun	n	negative
strongsubj	1	adolescents	adj	n	neutral
strongsubj	1	adolescents	noun	n	neutral
strongsubj	1	adorable	adj	n	positive
strongsubj	1	adore	verb	y	positive
strongsubj	1	adored	adj	n	positive
strongsubj	1	adorer	anypos	y	positive
strongsubj	1	adorer	noun	n	positive
strongsubj	1	adoring	adj	n	positive
strongsubj	1	adoringly	anypos	n	positive
weaksubj	1	adrift	anypos	n	negative
strongsubj	1	adroit	adj	n	positive
strongsubj	1	adroitly	adj	n	positive
strongsubj	1	adulate	verb	y	positive
strongsubj	1	adulation	anypos	y	positive
strongsubj	1	adulatory	adj	n	positive
strongsubj	1	adulterate	verb	y	negative
strongsubj	1	adulterated	anypos	n	negative
strongsubj	1	adulteration	noun	n	negative
weaksubj	1	advanced	adj	n	positive
weaksubj	1	advantage	adj	n	positive
weaksubj	1	advantage	noun	n	positive
strongsubj	1	advantageous	adj	n	positive
weaksubj	1	advantages	adj	n	positive
weaksubj	1	advantages	noun	n	positive
weaksubj	1	adventure	adj	n	positive
weaksubj	1	adventure	noun	n	positive
strongsubj	1	adventuresome	noun	n	positive
strongsubj	1	adventurism	noun	n	positive
weaksubj	1	adventurous	adj	n	positive
weaksubj	1	adversarial	adj	n	negative
weaksubj	1	adversary	noun	y	negative
weaksubj	1	adverse	adj	n	negative
strongsubj	1	adversity	noun	n	negative
weaksubj	1	advice	adj	n	positive
weaksubj	1	advice	noun	n	positive
weaksubj	1	advisable	noun	n	positive
strongsubj	1	advocate	verb	y	positive
strongsubj	1	advocacy	noun	n	positive
strongsubj	1	affable	adj	n	positive
weaksubj	1	affability	noun	n	positive
weaksubj	1	affably	adverb	n	positive
weaksubj	1	affect	verb	y	neutral
weaksubj	1	affectation	noun	n	negative
strongsubj	1	affected	adj	n	neutral
strongsubj	1	affection	adj	n	positive
strongsubj	1	affection	noun	n	positive
strongsubj	1	affectionate	adj	n	positive
weaksubj	1	affinity	noun	n	positive
strongsubj	1	affirm	verb	y	positive
strongsubj	1	affirmation	adj	n	positive
strongsubj	1	affirmation	noun	n	positive
weaksubj	1	affirmative	noun	n	positive
weaksubj	1	afflict	verb	y	negative
weaksubj	1	affliction	noun	n	negative
strongsubj	1	afflictive	adj	n	negative
weaksubj	1	affluent	adj	n	positive
weaksubj	1	affluence	noun	n	positive
weaksubj	1	afford	verb	y	positive
weaksubj	1	affordable	adj	n	positive
strongsubj	1	affront	noun	n	negative
strongsubj	1	affront	verb	y	negative
weaksubj	1	afloat	adj	n	positive
strongsubj	1	afraid	adj	n	negative
weaksubj	1	against	anypos	n	negative
strongsubj	1	aggravate	verb	y	negative
strongsubj	1	aggravating	adj	n	negative
strongsubj	1	aggravation	noun	n	negative
strongsubj	1	aggression	adj	n	negative
strongsubj	1	aggression	noun	n	negative
strongsubj	1	aggressive	anypos	y	negative
strongsubj	1	aggressiveness	noun	n	negative
strongsubj	1	aggressor	noun	n	negative
strongsubj	1	aggrieve	verb	y	negative
strongsubj	1	aggrieved	adj	n	negative
strongsubj	1	aghast	adj	n	negative
weaksubj	1	agile	adj	n	positive
weaksubj	1	agilely	adverb	n	positive
weaksubj	1	agility	noun	n	positive
strongsubj	1	agitate	verb	y	negative
strongsubj	1	agitated	adj	n	negative
strongsubj	1	agitation	noun	n	negative
strongsubj	1	agitator	noun	n	negative
strongsubj	1	agonies	noun	n	negative
strongsubj	1	agonize	verb	y	negative
strongsubj	1	agonizing	adj	n	negative
strongsubj	1	agonizing	anypos	y	negative
strongsubj	1	agonizingly	anypos	n	negative
strongsubj	1	agony	noun	n	negative
strongsubj	1	agree	verb	y	positive
strongsubj	1	agreeability	anypos	y	positive
weaksubj	1	agreeable	adj	n	positive
strongsubj	1	agreeable	anypos	y	positive
strongsubj	1	agreeableness	anypos	y	positive
strongsubj	1	agreeably	anypos	y	positive
weaksubj	1	agreement	adj	n	positive
weaksubj	1	agreement	noun	n	positive
strongsubj	1	aha	anypos	y	neutral
weaksubj	1	ail	noun	n	negative
weaksubj	1	ail	verb	y	negative
weaksubj	1	ailment	noun	n	negative
strongsubj	1	aimless	adj	n	negative
strongsubj	1	air	verb	y	neutral
weaksubj	1	airs	adj	n	negative
weaksubj	1	airs	noun	n	negative
weaksubj	1	alarm	adj	n	negative
weaksubj	1	alarm	verb	y	negative
strongsubj	1	alarmed	adj	n	negative
strongsubj	1	alarming	adj	n	negative
strongsubj	1	alarmingly	anypos	n	negative
strongsubj	1	alas	anypos	y	negative
weaksubj	1	alert	adj	n	neutral
weaksubj	1	alienate	verb	y	negative
weaksubj	1	alienated	adj	n	negative
weaksubj	1	alienation	noun	n	negative
weaksubj	1	all-time	adj	n	neutral
weaksubj	1	all-time	noun	n	neutral
strongsubj	1	allay	verb	y	positive
strongsubj	1	allegation	anypos	n	negative
strongsubj	1	allegations	adj	n	negative
weaksubj	1	allege	verb	n	negative
strongsubj	1	allegations	noun	n	negative
strongsubj	1	allegorize	verb	y	neutral
weaksubj	1	allergic	adj	n	negative
weaksubj	1	alleviate	verb	y	positive
strongsubj	1	alliance	anypos	n	neutral
strongsubj	1	alliances	adj	n	neutral
strongsubj	1	alliances	noun	n	neutral
weaksubj	1	allow	verb	y	positive
weaksubj	1	allowable	adj	n	positive
strongsubj	1	allure	verb	y	positive
strongsubj	1	allure	noun	n	positive
strongsubj	1	alluring	anypos	n	positive
strongsubj	1	alluringly	anypos	n	positive
strongsubj	1	allusion	adj	n	neutral
strongsubj	1	allusion	noun	n	neutral
strongsubj	1	allusions	anypos	n	neutral
strongsubj	1	ally	noun	y	positive
strongsubj	1	almighty	adj	n	positive
strongsubj	1	aloof	adj	n	negative
weaksubj	1	altercation	noun	n	negative
weaksubj	1	although	anypos	y	negative
strongsubj	1	altogether	anypos	n	neutral
strongsubj	1	altruist	noun	n	positive
strongsubj	1	altruistic	adj	n	positive
strongsubj	1	altruistically	adj	n	positive
strongsubj	1	amaze	verb	y	positive
strongsubj	1	amazed	adj	n	positive
strongsubj	1	amazement	noun	n	positive
strongsubj	1	amazing	adj	n	positive
strongsubj	1	amazing	anypos	y	positive
strongsubj	1	amazingly	anypos	n	positive
strongsubj	1	ambiguous	adj	n	negative
strongsubj	1	ambiguity	noun	n	negative
weaksubj	1	ambitious	adj	n	positive
weaksubj	1	ambitious	noun	n	positive
weaksubj	1	ambitiously	anypos	y	positive
strongsubj	1	ambivalence	anypos	y	negative
strongsubj	1	ambivalent	adj	n	negative
strongsubj	1	ambivalent	noun	n	negative
weaksubj	1	ambush	noun	n	negative
weaksubj	1	ambush	verb	y	negative
strongsubj	1	ameliorate	verb	y	positive
strongsubj	1	amenable	adj	n	positive
weaksubj	1	amenity	noun	n	positive
strongsubj	1	amiability	noun	n	positive
strongsubj	1	amiabily	adverb	n	positive
strongsubj	1	amiable	adj	n	positive
strongsubj	1	amicability	noun	n	positive
strongsubj	1	amicable	adj	n	positive
strongsubj	1	amicably	adverb	n	positive
strongsubj	1	amiss	anypos	n	negative
weaksubj	1	amity	adj	n	positive
weaksubj	1	amity	noun	n	positive
weaksubj	1	amnesty	noun	n	positive
strongsubj	1	amour	noun	n	positive
weaksubj	1	ample	adj	n	positive
weaksubj	1	amply	adverb	n	positive
weaksubj	1	amplify	verb	y	neutral
weaksubj	1	amputate	verb	y	negative
strongsubj	1	amuse	verb	y	positive
strongsubj	1	amusement	adj	n	positive
strongsubj	1	amusement	noun	n	positive
strongsubj	1	amusing	adj	n	positive
strongsubj	1	amusing	anypos	y	positive
